"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","124357","python3.12","127.0.0.1","bias_silu_kernel","1","7","(128, 1, 1)","(4096, 1, 1)","0","8.9","GPU Speed Of Light Throughput","DRAM Frequency","Ghz","7.99",
"0","124357","python3.12","127.0.0.1","bias_silu_kernel","1","7","(128, 1, 1)","(4096, 1, 1)","0","8.9","GPU Speed Of Light Throughput","SM Frequency","Ghz","1.89",
"0","124357","python3.12","127.0.0.1","bias_silu_kernel","1","7","(128, 1, 1)","(4096, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","1134582",
"0","124357","python3.12","127.0.0.1","bias_silu_kernel","1","7","(128, 1, 1)","(4096, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Memory Throughput","%","84.64",
"0","124357","python3.12","127.0.0.1","bias_silu_kernel","1","7","(128, 1, 1)","(4096, 1, 1)","0","8.9","GPU Speed Of Light Throughput","DRAM Throughput","%","84.64",
"0","124357","python3.12","127.0.0.1","bias_silu_kernel","1","7","(128, 1, 1)","(4096, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Duration","us","601.15",
"0","124357","python3.12","127.0.0.1","bias_silu_kernel","1","7","(128, 1, 1)","(4096, 1, 1)","0","8.9","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","20.75",
"0","124357","python3.12","127.0.0.1","bias_silu_kernel","1","7","(128, 1, 1)","(4096, 1, 1)","0","8.9","GPU Speed Of Light Throughput","L2 Cache Throughput","%","21.22",
"0","124357","python3.12","127.0.0.1","bias_silu_kernel","1","7","(128, 1, 1)","(4096, 1, 1)","0","8.9","GPU Speed Of Light Throughput","SM Active Cycles","cycle","1043447.29",
"0","124357","python3.12","127.0.0.1","bias_silu_kernel","1","7","(128, 1, 1)","(4096, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","9.21",
"0","124357","python3.12","127.0.0.1","bias_silu_kernel","1","7","(128, 1, 1)","(4096, 1, 1)","0","8.9","SpeedOfLight","","","","SOLBottleneck","INF","This workload is utilizing greater than 80.0% of the available compute or memory performance of this device. To further improve performance, work will likely need to be shifted from the most utilized to another unit. Start by analyzing DRAM in the Memory Workload Analysis section.","",""
"0","124357","python3.12","127.0.0.1","bias_silu_kernel","1","7","(128, 1, 1)","(4096, 1, 1)","0","8.9","Memory Workload Analysis","Local Memory Spilling Requests","","0",
"0","124357","python3.12","127.0.0.1","bias_silu_kernel","1","7","(128, 1, 1)","(4096, 1, 1)","0","8.9","Memory Workload Analysis","Local Memory Spilling Request Overhead","%","0",
"0","124357","python3.12","127.0.0.1","bias_silu_kernel","1","7","(128, 1, 1)","(4096, 1, 1)","0","8.9","Memory Workload Analysis","L2 Sector Promotion Misses","%","0",
"0","124357","python3.12","127.0.0.1","bias_silu_kernel","1","7","(128, 1, 1)","(4096, 1, 1)","0","8.9","Memory Workload Analysis","Shared Memory Spilling Requests","","0",
"0","124357","python3.12","127.0.0.1","bias_silu_kernel","1","7","(128, 1, 1)","(4096, 1, 1)","0","8.9","Memory Workload Analysis","Shared Memory Spilling Request Overhead","%","0",
"0","124357","python3.12","127.0.0.1","bias_silu_kernel","1","7","(128, 1, 1)","(4096, 1, 1)","0","8.9","Memory Workload Analysis","Memory Throughput","Gbyte/s","216.47",
"0","124357","python3.12","127.0.0.1","bias_silu_kernel","1","7","(128, 1, 1)","(4096, 1, 1)","0","8.9","Memory Workload Analysis","Mem Busy","%","21.22",
"0","124357","python3.12","127.0.0.1","bias_silu_kernel","1","7","(128, 1, 1)","(4096, 1, 1)","0","8.9","Memory Workload Analysis","Max Bandwidth","%","84.64",
"0","124357","python3.12","127.0.0.1","bias_silu_kernel","1","7","(128, 1, 1)","(4096, 1, 1)","0","8.9","Memory Workload Analysis","L1/TEX Hit Rate","%","32.57",
"0","124357","python3.12","127.0.0.1","bias_silu_kernel","1","7","(128, 1, 1)","(4096, 1, 1)","0","8.9","Memory Workload Analysis","L2 Persisting Size","Mbyte","6.29",
"0","124357","python3.12","127.0.0.1","bias_silu_kernel","1","7","(128, 1, 1)","(4096, 1, 1)","0","8.9","Memory Workload Analysis","L2 Compression Success Rate","%","0",
"0","124357","python3.12","127.0.0.1","bias_silu_kernel","1","7","(128, 1, 1)","(4096, 1, 1)","0","8.9","Memory Workload Analysis","L2 Compression Ratio","","0",
"0","124357","python3.12","127.0.0.1","bias_silu_kernel","1","7","(128, 1, 1)","(4096, 1, 1)","0","8.9","Memory Workload Analysis","L2 Compression Input Sectors","sector","0",
"0","124357","python3.12","127.0.0.1","bias_silu_kernel","1","7","(128, 1, 1)","(4096, 1, 1)","0","8.9","Memory Workload Analysis","L2 Hit Rate","%","47.08",
"0","124357","python3.12","127.0.0.1","bias_silu_kernel","1","7","(128, 1, 1)","(4096, 1, 1)","0","8.9","Memory Workload Analysis","Mem Pipes Busy","%","3.67",
"0","124357","python3.12","127.0.0.1","bias_silu_kernel","1","7","(128, 1, 1)","(4096, 1, 1)","0","8.9","Scheduler Statistics","One or More Eligible","%","9.74",
"0","124357","python3.12","127.0.0.1","bias_silu_kernel","1","7","(128, 1, 1)","(4096, 1, 1)","0","8.9","Scheduler Statistics","Issued Warp Per Scheduler","","0.10",
"0","124357","python3.12","127.0.0.1","bias_silu_kernel","1","7","(128, 1, 1)","(4096, 1, 1)","0","8.9","Scheduler Statistics","No Eligible","%","90.26",
"0","124357","python3.12","127.0.0.1","bias_silu_kernel","1","7","(128, 1, 1)","(4096, 1, 1)","0","8.9","Scheduler Statistics","Active Warps Per Scheduler","warp","8.94",
