"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","123547","python3.12","127.0.0.1","triton_poi_fused_add_silu_0","1","7","(256, 1, 1)","(32768, 1, 1)","0","8.9","GPU Speed Of Light Throughput","DRAM Frequency","Ghz","7.99",
"0","123547","python3.12","127.0.0.1","triton_poi_fused_add_silu_0","1","7","(256, 1, 1)","(32768, 1, 1)","0","8.9","GPU Speed Of Light Throughput","SM Frequency","Ghz","1.89",
"0","123547","python3.12","127.0.0.1","triton_poi_fused_add_silu_0","1","7","(256, 1, 1)","(32768, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","927536",
"0","123547","python3.12","127.0.0.1","triton_poi_fused_add_silu_0","1","7","(256, 1, 1)","(32768, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Memory Throughput","%","90.17",
"0","123547","python3.12","127.0.0.1","triton_poi_fused_add_silu_0","1","7","(256, 1, 1)","(32768, 1, 1)","0","8.9","GPU Speed Of Light Throughput","DRAM Throughput","%","90.17",
"0","123547","python3.12","127.0.0.1","triton_poi_fused_add_silu_0","1","7","(256, 1, 1)","(32768, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Duration","us","491.04",
"0","123547","python3.12","127.0.0.1","triton_poi_fused_add_silu_0","1","7","(256, 1, 1)","(32768, 1, 1)","0","8.9","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","17.35",
"0","123547","python3.12","127.0.0.1","triton_poi_fused_add_silu_0","1","7","(256, 1, 1)","(32768, 1, 1)","0","8.9","GPU Speed Of Light Throughput","L2 Cache Throughput","%","35.30",
"0","123547","python3.12","127.0.0.1","triton_poi_fused_add_silu_0","1","7","(256, 1, 1)","(32768, 1, 1)","0","8.9","GPU Speed Of Light Throughput","SM Active Cycles","cycle","1173678.67",
"0","123547","python3.12","127.0.0.1","triton_poi_fused_add_silu_0","1","7","(256, 1, 1)","(32768, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","14.65",
"0","123547","python3.12","127.0.0.1","triton_poi_fused_add_silu_0","1","7","(256, 1, 1)","(32768, 1, 1)","0","8.9","SpeedOfLight","","","","SOLBottleneck","INF","This workload is utilizing greater than 80.0% of the available compute or memory performance of this device. To further improve performance, work will likely need to be shifted from the most utilized to another unit. Start by analyzing DRAM in the Memory Workload Analysis section.","",""
"0","123547","python3.12","127.0.0.1","triton_poi_fused_add_silu_0","1","7","(256, 1, 1)","(32768, 1, 1)","0","8.9","Memory Workload Analysis","Local Memory Spilling Requests","","0",
"0","123547","python3.12","127.0.0.1","triton_poi_fused_add_silu_0","1","7","(256, 1, 1)","(32768, 1, 1)","0","8.9","Memory Workload Analysis","Local Memory Spilling Request Overhead","%","0",
"0","123547","python3.12","127.0.0.1","triton_poi_fused_add_silu_0","1","7","(256, 1, 1)","(32768, 1, 1)","0","8.9","Memory Workload Analysis","L2 Sector Promotion Misses","%","0",
"0","123547","python3.12","127.0.0.1","triton_poi_fused_add_silu_0","1","7","(256, 1, 1)","(32768, 1, 1)","0","8.9","Memory Workload Analysis","Shared Memory Spilling Requests","","0",
"0","123547","python3.12","127.0.0.1","triton_poi_fused_add_silu_0","1","7","(256, 1, 1)","(32768, 1, 1)","0","8.9","Memory Workload Analysis","Shared Memory Spilling Request Overhead","%","0",
"0","123547","python3.12","127.0.0.1","triton_poi_fused_add_silu_0","1","7","(256, 1, 1)","(32768, 1, 1)","0","8.9","Memory Workload Analysis","Memory Throughput","Gbyte/s","230.62",
"0","123547","python3.12","127.0.0.1","triton_poi_fused_add_silu_0","1","7","(256, 1, 1)","(32768, 1, 1)","0","8.9","Memory Workload Analysis","Mem Busy","%","35.30",
"0","123547","python3.12","127.0.0.1","triton_poi_fused_add_silu_0","1","7","(256, 1, 1)","(32768, 1, 1)","0","8.9","Memory Workload Analysis","Max Bandwidth","%","90.17",
"0","123547","python3.12","127.0.0.1","triton_poi_fused_add_silu_0","1","7","(256, 1, 1)","(32768, 1, 1)","0","8.9","Memory Workload Analysis","L1/TEX Hit Rate","%","33.06",
"0","123547","python3.12","127.0.0.1","triton_poi_fused_add_silu_0","1","7","(256, 1, 1)","(32768, 1, 1)","0","8.9","Memory Workload Analysis","L2 Persisting Size","Mbyte","6.29",
"0","123547","python3.12","127.0.0.1","triton_poi_fused_add_silu_0","1","7","(256, 1, 1)","(32768, 1, 1)","0","8.9","Memory Workload Analysis","L2 Compression Success Rate","%","0",
"0","123547","python3.12","127.0.0.1","triton_poi_fused_add_silu_0","1","7","(256, 1, 1)","(32768, 1, 1)","0","8.9","Memory Workload Analysis","L2 Compression Ratio","","0",
"0","123547","python3.12","127.0.0.1","triton_poi_fused_add_silu_0","1","7","(256, 1, 1)","(32768, 1, 1)","0","8.9","Memory Workload Analysis","L2 Compression Input Sectors","sector","0",
"0","123547","python3.12","127.0.0.1","triton_poi_fused_add_silu_0","1","7","(256, 1, 1)","(32768, 1, 1)","0","8.9","Memory Workload Analysis","L2 Hit Rate","%","50.24",
"0","123547","python3.12","127.0.0.1","triton_poi_fused_add_silu_0","1","7","(256, 1, 1)","(32768, 1, 1)","0","8.9","Memory Workload Analysis","Mem Pipes Busy","%","7.68",
"0","123547","python3.12","127.0.0.1","triton_poi_fused_add_silu_0","1","7","(256, 1, 1)","(32768, 1, 1)","0","8.9","Scheduler Statistics","One or More Eligible","%","17.13",
"0","123547","python3.12","127.0.0.1","triton_poi_fused_add_silu_0","1","7","(256, 1, 1)","(32768, 1, 1)","0","8.9","Scheduler Statistics","Issued Warp Per Scheduler","","0.17",
"0","123547","python3.12","127.0.0.1","triton_poi_fused_add_silu_0","1","7","(256, 1, 1)","(32768, 1, 1)","0","8.9","Scheduler Statistics","No Eligible","%","82.87",
"0","123547","python3.12","127.0.0.1","triton_poi_fused_add_silu_0","1","7","(256, 1, 1)","(32768, 1, 1)","0","8.9","Scheduler Statistics","Active Warps Per Scheduler","warp","11.43",
